,Sentence,PreprocessedSentence,Sentiment,PeopleInitially,People,OrganizationsInitially,Organizations,PricesInitially,Prices
4778,"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .",net sale for financial year be expect to amount to about eurm operating result ebit be expect to be loss as announce before,negative,[],[],[],[],[],['EUR20m']
4779,"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",adp news oct finnish lifting equipment maker konecrane oyj omx kcrv say today that its net profit rise to eur million usd m first nine month of from eur million for s,positive,['Konecranes Oyj'],[],"['EUR', 'EUR']",[],[],"['EUR 73.6 million', 'USD 149.1 m', 'EUR 116.6 million']"
4780,"The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .",company book apriljune new order worth mln eur compare with mln eur same period year ago,positive,[],[],[],[],[],[]
4781,UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,uk winner loser aviva friend life lead ftse gainer,positive,[],[],['gainer'],['gainer'],[],[]
4782,Shell challenges Exxon dominance with 47 billion-pound bid for BG,she challenge exxon dominance with billionpound bid for bg,negative,[],[],"['Shell', 'Exxon']","['Shell', 'Exxon']",['47 billion-pound'],['47 billion-pound']
4783,Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .,brazilian mobile player telemig celular yesterday announce that it have select finnish software developer tecnoman oyj to expand its prepaid billing system,positive,"['Telemig Celular', 'Tecnomen Oyj']",['Telemig Celular'],[],[],[],[]
4784,"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.",sale allow campofrio to focus its recently announce takeover of groupe smithfield holding european unit of smithfield foods inc sfd of us,neutral,['Campofrio'],[],"['Groupe Smithfield Holdings', 'Smithfield Foods Inc.']","['Smithfield Foods Inc.', 'Groupe Smithfield Holdings']",[],[]
4785,The credit covers approximately 70 % of the ship 's price .,credit cover approximately of ship price,neutral,[],[],[],[],[],[]
4786,"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",profit for period total eur mn up from eur mn corresponding period,positive,[],[],"['EUR', 'EUR']",[],[],"['EUR 33.9 mn', 'EUR 39.4 mn']"
4787,We hope to increase traffic volumes with the opening of Freight One Scandinavia . '',we hope to increase traffic volume with opening of freight one scandinavia '',positive,[],[],[],[],[],[]
4788,$CRK time to accumulate for a long position with far more upside than downside,crk time to accumulate for long position with far more upside than downside,positive,[],[],['CRK'],['CRK'],[],[]
4789,"` Sanoma is a buyer not a target , ' he said .",sanoma be buyer not target ' he say,neutral,['Sanoma'],[],[],[],[],[]
4790,This wood lacquered clock comes with a stripy hand-crocheted cover .,this wood lacquer clock come with stripy handcrochete cover,neutral,[],[],[],[],[],[]
4791,The reduction notice applied to 17 people .,reduction notice apply to people,negative,[],[],[],[],[],[]
4792,Operating profit improved by 16.7 % to EUR 7.7 mn .,operate profit improve by to eur mn,positive,[],[],['EUR'],[],[],['EUR 7.7 mn']
4793,"$INTU is in the process of streamlining its structure, especially through divestment of non-core businesses   https://t.co/dR5baNun2u",intu be process of streamline its structure especially through divestment of noncore business,positive,[],[],[],[],[],[]
4794,com and possibly also through photo-msn .,com possibly also through photomsn,neutral,[],[],[],[],[],[]
4795,"In Q1 of 2010 , Bank of +àland 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",q of bank of land net interest income increase from eur mn to eur mn,positive,[],[],"[""Bank of +àland 's"", 'EUR', 'EUR']","[""Bank of +àland 's""]",[],"['EUR 9.1 mn', 'EUR 9.7 mn']"
4796,"It is being developed by Symbian , the software licensing consortium led by Nokia .",it be be develop by symbian software licensing consortium lead by nokia,neutral,[],[],['Nokia'],['Nokia'],[],[]
4797,"As a result , the number of personnel in Finland will be reduced by 158 .",as result number of personnel finland be reduce by,neutral,[],[],[],[],[],[]
4798,"`` Adjustment to the fall in price level , in contrast , has been less effective .",adjustment to fall price level contrast have be less effective,negative,[],[],['`` adjustment'],['`` adjustment'],[],[]
4799,"ADP News - Jan 13 , 2009 - Finnish industrial and environmental measurement equipment maker Vaisala Oyj OMX : VAIAS said yesterday it will develop an operational reference radiosonde for climate change observations .",adp news jan finnish industrial environmental measurement equipment maker vaisala oyj omx vaias say yesterday it develop operational reference radiosonde for climate change observation,neutral,['Vaisala'],[],"['adp News - Jan 13', 'OMX', 'VAIAS']","['VAIAS', 'OMX', 'adp News - Jan 13']",[],[]
4800,TeliaSonera has secured deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 .,teliasonera have secure delivery for g modem with support for g g during second quarter,positive,[],[],['TeliaSonera'],['TeliaSonera'],[],[]
4801,The previous offer was 3.4 % of voting rights and 12.3 % of capital .,previous offer be of voting right of capital,neutral,[],[],[],[],[],[]
4802,EA Launches Origin Online Game Distribution for Mac http://stks.co/aKTU via MacRumors $EA,ea launch origin online game distribution for mac via macrumor ea,positive,[],[],"['EA Launches Origin Online Game Distribution for Mac', 'MacRumors', 'EA']","['EA', 'EA Launches Origin Online Game Distribution for Mac', 'MacRumors']",[],[]
4803,Acquisitions have been made and businesses have been well integrated .,acquisition have be make business have be well integrated,positive,[],[],[],[],[],[]
4804,Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,expense ratio be compare to corresponding period,negative,[],[],[],[],[],[]
4805,"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .",yara suomi ltd also provide nitrogen chemical technical nitrate to various sector of industry as well as product use environmental protection,neutral,[],[],['Yara Suomi Ltd'],['Yara Suomi Ltd'],[],[]
4806,"ALEXANDRIA , Va. , March 20 -- Patrik Flykt and Timo Alakoski , both of Helsinki , Finland , and Tapio Suihko and Nadarajah Asokan , both of Espoo , Finland , have developed a method of mobility support of Internet-type protocol traffic in a communication system .",alexandria va march patrik flykt timo alakoski both of helsinki finland tapio suihko nadarajah asokan both of espoo finland have develop method of mobility support of internettype protocol traffic communication system,neutral,"['Timo Alakoski', 'Tapio Suihko', 'Nadarajah Asokan']","['Nadarajah Asokan', 'Timo Alakoski', 'Tapio Suihko']",[],[],[],[]
4807,"Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments .",prove that good cellphone design be truly work of art website for nokia provide colorful canvas for expression of mobileinspire sentiment,positive,[],[],['Nokia'],['Nokia'],[],[]
4808,Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,equity index work positive engulfing for march sml rut iwc smh sox smallcaps semis with fakeout before bout,positive,[],[],[],[],"['$SMH $SOX', '$SML $']",[]
4809,Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,finnish metal component supplier componenta oyj say its net profit go up to mln euro mln from mln euro mln,positive,[],[],['Componenta Oyj'],['Componenta Oyj'],"['2.8', '3.5 mln euro $ 4.5 mln', '2.2 mln euro $']","['2.8', '3.5 mln euro $ 4.5 mln', '2.2 mln euro $']"
4810,The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .,seawind that be en route from finnish port of turku to stockholm get stick ice already around pm wednesday regal star journey from swedish port of kapellskar to paldiski northwestern estonia be cut short at am thursday,neutral,['Paldiski'],[],"['SeaWind', ""the Regal Star 's"", 'Kapellskar']","['SeaWind', ""the Regal Star 's"", 'Kapellskar']",[],[]
4811,"AGJ recorded EUR 43 mln sales in 2006 , most of which was generated by exports to customers in Western Europe , the statement said .",agj record eur mln sale most of which be generate by export to customer western europe statement say,neutral,[],[],['EUR 43'],[],[],['EUR 43 m']
4812,Alma Media expects its net sales to increase as forecast previously .,alma medium expect its net sale to increase as forecast previously,positive,['Alma Media'],['Alma Media'],[],[],[],[]
4813,Poyry is recognized as one of the world 's leading advisors to the global forestry industry .,poyry be recognize as one of world lead advisor to global forestry industry,positive,['Poyry'],[],[],[],[],[]
4814,"Finnish Cargotec 's Kalmar , the business area providing container handling solutions , has been awarded an order for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP , in Vietnam .",finnish cargotec kalmar business area provide container handling solution have be award order for further ten eone rubbertyre gantry rtg crane from saigon newport company snp vietnam,positive,['Kalmar'],[],"['RTG', 'Saigon Newport Company', 'SNP']","['RTG', 'Saigon Newport Company', 'SNP']",[],[]
4815,"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier .",october finnish environmental management company lassila tikanoja oyj hel latv lt say today its net profit decline to eur m for first nine month of from eur m for same period year early,neutral,[],[],"['Lassila & Tikanoja Oyj', 'L&T']","['Lassila & Tikanoja Oyj', 'L&T']",[],"['EUR27 .6 m', 'EUR20 .9 m']"
4816,"In the Baltic states the company reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 mn .",baltic state company report net sale of eur mn down from eur mn operative ebit of eur mn down from eur mn,neutral,[],[],"['EUR', 'EUR 14.2', 'EUR', 'EUR']",[],[],"['EUR 14.2 mn', 'EUR 11.9 mn']"
4817,The company said that the fall in turnover had been planned .,company say that fall turnover have be plan,neutral,[],[],[],[],[],[]
4818,"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems .",about of this come from aspo chemical from aspo shipping from aspo system,neutral,[],[],"['Aspo Chemicals', 'Aspo Shipping', 'Aspo Systems']","['Aspo Shipping', 'Aspo Systems', 'Aspo Chemicals']",[],[]
4819,Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,earning per share be high at against year before ahead of market consensus of eur,positive,[],[],[],[],[],[]
4820,"Luna took fifth place on six-under 207 , a shot behind Spain 's Beatriz Recari and Germany 's Martina Eberl , while Welsh player Becky Brewerton was the highest-placed British finisher , sharing seventh place on three-under 210 after shooting 71 .",luna take fifth place sixunder shot behind spain beatriz recari germany martina eberl while welsh player becky brewerton be highestplaced british finisher share seventh place threeunder after shoot,neutral,"['Recari', 'Martina Eberl', 'Welsh', 'Becky Brewerton']","['Martina Eberl', 'Becky Brewerton']",['Luna'],['Luna'],[],[]
4821,"The decision of the French Court relates to the claims raised by twenty-one former Aspocomp S.A.S employees , the company said .",decision of french court relate to claim raise by twentyone former aspocomp sas employee company say,neutral,[],[],"['the French Court', 'Aspocomp S.A.S']","['Aspocomp S.A.S', 'the French Court']",[],[]
4822,"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",samsung currently occupy third place lose ground during quarter drop by to share overall,neutral,[],[],['Samsung'],['Samsung'],[],[]
4823,Nokia Siemens Networks has struggled to make a profit in the past two years .,nokia siemen network have struggle to make profit past two year,negative,[],[],['Nokia Siemens Networks'],['Nokia Siemens Networks'],[],[]
4824,The insurance division turned a EUR120m profit .,insurance division turn eurm profit,neutral,[],[],[],[],[],['EUR120m']
4825,Net profit in the period in 2009 was ( EURO ) 29 million .,net profit period be euro million,neutral,[],[],['EURO'],[],[],[]
4826,CapMan made its initial investment in OneMed in June 2006 .,capman make its initial investment oneme june,neutral,[],[],['CapMan'],['CapMan'],[],[]
4827,"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases .",follow workday customer can check from their home computer their purchase be divide between different ingredient group much energy various product contain be nutritional content of all purchase,neutral,[],[],[],[],[],[]
4828,Okmetic has used the furnaces for the contract manufacturing of solar crystals .,okmetic have use furnace for contract manufacturing of solar crystal,neutral,[],[],[],[],[],[]
4829,"Nevertheless , the development can not be allowed to ruin the print newspaper , which continues to be Sanoma News ' main medium .",nevertheless development can not be allow to ruin print newspaper which continue to be sanoma news ' main medium,neutral,[],[],"[""Sanoma News '""]","[""Sanoma News '""]",[],[]
4830,"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri",adp news apr finnish business information system developer solteq oyj hel stqv say today its net loss widen to eur usd for first quarter of from eur for same peri,negative,['Solteq Oyj HEL'],[],"['adp News - Apr', 'EUR', 'EUR']",['adp News - Apr'],[],"['EUR 10,000 ', 'EUR 189,000 ', 'USD 245,000 ']"
4831,Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,benefon turn salo unit into bb business unit establish because business unit uk,neutral,[],[],['Salo'],['Salo'],[],[]
4832,Results are expected late in 2006 .,result be expect late,neutral,[],[],[],[],[],[]
4833,"$GILD Sandbagged the guidance so the can use that last 3 billion up.  CC was cautiously optimistic, wait til Next ER for confirmation",gild sandbag guidance so can use that last billion up cc be cautiously optimistic wait til next er for confirmation,neutral,['GILD Sandbagged'],['GILD sandbag'],['cc'],['cc'],[],[]
4834,fi is developing cooperation in keyword advertising with Microsoft .,fi be develop cooperation keyword advertising with microsoft,positive,[],[],['Microsoft'],['Microsoft'],[],[]
4835,"The contract value amounts to about EUR11m , the company added .",contract value amount to about eurm company add,neutral,[],[],[],[],[],['EUR11m']
4836,"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.2 percent from 23.91 percent , as beer sales for the nine months jumped by 11.4 percent to 52.99 million liters .",kalnapiliotauro grupe kalnapilistauras group which be own by denmark royal unibrew raise its market share to percent from percent as beer sale for nine month jump by percent to million liter,positive,['Royal Unibrew'],['Royal Unibrew'],"['Kalnapilio-Tauro Grupe', 'Kalnapilis-Tauras Group']","['Kalnapilio-Tauro Grupe', 'Kalnapilis-Tauras Group']",[],[]
4837,"A total of 185 Wonderware Certified SIs are available to integrate and support Wonderware products such as InTouch -« HMI software , IndustrialSQL Server historian , Wonderware Information Server , DT Analyst software or QI Analyst SPC software .",total of wonderware certify sis be available to integrate support wonderware product such as intouch hmi software industrialsql server historian wonderware information server dt analyst software qi analyst spc software,neutral,"['IndustrialSQL Server', 'DT Analyst']","['DT Analyst', 'industrialsql Server']","['wonderware', 'Wonderware Information Server', 'QI Analyst SPC']","['Wonderware Information Server', 'QI Analyst SPC', 'wonderware']",[],[]
4838,Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .,timo penttila have be appoint new manager responsible for asset management of nordea institutional customer finland,neutral,['Timo Penttila'],['Timo Penttila'],['Nordea'],['Nordea'],[],[]
4839,"The company 's goal is to achieve annual savings of EUR 2 million ( USD 2.7 m ) , of which two thirds are to be realized in 2010 .",company goal be to achieve annual saving of eur million usd m of which two third be to be realize,positive,[],[],[],[],[],"['USD 2.7 m', 'EUR 2 million']"
4840,"The company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and Readychex .",company offer payroll service include payroll processing payroll tax administration employee pay service include direct deposit check signing readychex,neutral,[],[],['Readychex'],['Readychex'],[],[]
4841,"In China , Finnish Kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between Beijing and Shanghai in a 1.5 years ' time .",china finnish kone that provide elevator escalator solution for modernisation maintenance build escalator that be instal highspeed railway section between beijing shanghai year ' time,positive,[],[],[],[],[],[]
4842,"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily .",financialwire tm cooperation with investrend broadcast syndicate also provide complete daily conference call webcast schedule as service to shareholder investor via firstalert tm network oefirstalert tm daily,neutral,['FirstAlert'],[],['the Investrend Broadcast Syndicate'],['the Investrend Broadcast Syndicate'],[],[]
4843,Return on investment was 16.6 % compared to 15.8 % in 2004 .,return investment be compare to,positive,[],[],[],[],[],[]
4844,"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",omx helsinki end pct lower at omx helsinki be down pct at bln eur turnover,negative,[],[],['the OMX Helsinki'],['the OMX Helsinki'],[],[]
4845,"The decision of Tekes was based on , among other , the following grounds : the project has a significant impact on the business development of the company .",decision of teke be base among other follow ground project have significant impact business development of company,neutral,[],[],['teke'],['teke'],[],[]
4846,STUK today is a full service house expert in radiation and nuclear safety issues .,stuk today be full service house expert radiation nuclear safety issue,neutral,[],[],[],[],[],[]
4847,"In April 2005 , Neste separated from its parent company , Finnish energy company Fortum , and became listed on the Helsinki Stock Exchange .",april neste separate from its parent company finnish energy company fortum became list helsinki stock exchange,neutral,['Neste'],[],"['Fortum', 'the Helsinki Stock Exchange']","['Fortum', 'the Helsinki Stock Exchange']",[],[]
4848,"Finnish Bank of +àland reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",finnish bank of land report operating profit of eur mn first quarter of down from eur mn corresponding period,neutral,[],[],"['Finnish Bank', 'EUR']",['Finnish Bank'],[],"['EUR 6.3 mn', 'EUR 2.2 mn']"
4849,Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,nordea group operating profit increase by percent yearonyear to billion euro total revenue by percent to billion euro,positive,[],[],"[""Nordea Group 's""]","[""Nordea Group 's""]","['3.64 billion', '9.33 billion']","['3.64 billion', '9.33 billion']"
4850,Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,look for strong bounce spy lunchtime rally come dia iwm qqq aa fb,positive,['DIA'],[],['iwm'],['iwm'],"['$qqq $AA', 'spy']",['spy']
4851,`` Fixed Mobile Convergence solutions represent a key value proposition in today 's communication market .,fix mobile convergence solution represent key value proposition today communication market,neutral,[],[],[],[],[],[]
4852,"Most of the growth in beer consumption took place in the Far East , Latin America and Africa .",most of growth beer consumption take place far east latin america africa,neutral,[],[],[],[],[],[]
4853,"Qualcomm: 10% Dividend Increase Rewards Patient Investors, The Future Looks Bright https://t.co/TJjVpqhHqD $QCOM",qualcomm dividend increase reward patient investor future look bright qcom,positive,['QCOM'],[],['Dividend Increase Rewards Patient investor'],['Dividend Increase Rewards Patient investor'],[],[]
4854,He is resting comfortably and is looking forward to getting back to work . '',he be rest comfortably be look forward to get back to work '',neutral,[],[],[],[],[],[]
4855,"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters .",e smartphone be available for rs per handset across india '' nokia india vicepresident managing director d shivakumar tell reporter,neutral,['D Shivakumar'],['D Shivakumar'],"['E7', 'Nokia India']","['E7', 'Nokia India']",[],[]
4856,Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .,stockmann be establish finland it become first foreign company to enter russia retail trade market,neutral,[],[],['Stockmann'],['Stockmann'],[],[]
4857,"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",operate loss total eur mn down from profit of eur mn first half of,negative,[],[],"['EUR', 'EUR']",[],[],"['EUR 5.1 mn', 'EUR 0.3 mn']"
4858,"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",operate profit total eur mn down from eur mn first half of,neutral,[],[],"['EUR', 'EUR']",[],[],"['EUR 9.0 mn', 'EUR 9.7 mn']"
4859,$RNN More bleeding Monday.,rnn more bleed monday,negative,[],[],['rnn'],['rnn'],[],[]
4860,"Nordstjernan will make the offer in approximately one month , in September 2007 .",nordstjernan make offer approximately one month september,neutral,[],[],[],[],[],[]
4861,"So Mr. Galvan made savings adjustments of his own , buying less liquor and watching portion sizes .",so mr galvan make saving adjustment of his own buying less liquor watch portion size,neutral,['Galvan'],[],[],[],[],[]
4862,"The parties have agreed not to disclose the price of the deal , the group said in a press release .",party have agree not to disclose price of deal group say press release,neutral,[],[],[],[],[],[]
4863,"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",alexandria va march jaakko vilo of turku finland have develop panel press,neutral,[],[],[],[],[],[]
4864,"Liquid handling products include electronic and mechanical pipettes , disposable tips as well as pipette maintenance and calibration services for research institutions , healthcare and industrial laboratories .",liquid handling product include electronic mechanical pipette disposable tip as well as pipette maintenance calibration service for research institution healthcare industrial laboratory,neutral,[],[],[],[],[],[]
4865,Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries .,antniemi refute report by finnish daily turun sanomat as if company be reorganize its operation baltic country,neutral,['Turun Sanomat'],['Turun Sanomat'],[],[],[],[]
4866,"PNC, Goldman Sachs Receive Dividend Hike Green Light (But Don't Act): http://stks.co/2pa7 $PNC $GS",pnc goldman sach receive dividend hike green light do not act pnc gs,positive,['GS'],[],"['PNC', 'Goldman Sachs Receive']","['Goldman Sachs Receive', 'PNC']",['$PNC $'],[]
4867,"Following the payment made in April , the company has a total of EUR 23.0 million in loans from financial institutions .",follow payment make april company have total of eur million loan from financial institution,neutral,[],[],['EUR'],[],[],['EUR 23.0 million']
4868,"These companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in Liljeholmen , Stockholm .",these company own sq m office commercial building substantial amount of build right for new shopping center liljeholman stockholm,neutral,[],[],[],[],[],[]
4869,Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .,profit for period increase from eur mn to eur mn,positive,[],[],"['EUR', 'EUR']",[],[],"['EUR 2.9 mn', 'EUR 10.5 mn']"
4870,"$QIHU totally missed this one, was about to jump in on that 60 break test but didn't, congrats shorts",qihu totally miss this one be about to jump that break test do not congrat short,negative,['QIHU'],[],[],[],[],[]
4871,"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",utility also provide service relate to electricity management such as hedge trade risk management report,neutral,[],[],[],[],[],[]
4872,"$KO had missed earnings expectations for the last two quarters, so today’s strong results came as a major surprise http://stks.co/d0RHF",ko have miss earning expectation for last two quarter so today strong result come as major surprise,positive,['KO'],[],[],[],[],[]
4873,Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .,latvia stockmann shopping mall be subsidiary of finland stockmann plc,neutral,[],[],"['Stockmann', 'Stockmann Plc']","['Stockmann', 'Stockmann Plc']",[],[]
4874,"Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",finnish investment group neomarkka oyj hel nembv say today that it buy former production facility of kuitu finland ltd as part of negotiation option to invest specialty cellulose fiber business,neutral,['Neomarkka Oyj'],[],"['NEMBV', 'Kuitu Finland Ltd']","['NEMBV', 'Kuitu Finland Ltd']",[],[]
4875,"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 .",januaryseptember group net sale from continue operation rise to eur mn from eur mn corresponding period,positive,[],[],"['EUR', 'EUR']",[],[],"['EUR 213.1 mn', 'EUR 172.6 mn']"
4876,"Simultaneously with this merger plan another merger plan has been signed , according to which Suomen Projektivuokraus Oy , a subsidiary of VTM-Rakennuskonevuokraamo Oy , would be merged with VTM-Rakennuskonevuokraamo Oy .",simultaneously with this merger plan another merger plan have be sign accord to which suomen projektivuokraus oy subsidiary of vtmrakennuskonevuokraamo oy would be merge with vtmrakennuskonevuokraamo oy,neutral,[],[],"['Suomen Projektivuokraus Oy', 'VTM-Rakennuskonevuokraamo Oy', 'VTM-Rakennuskonevuokraamo Oy']","['Suomen Projektivuokraus Oy', 'VTM-Rakennuskonevuokraamo Oy']",[],[]
4877,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",finnish electronics contract manufacturer scanfil report net sale of eur mn second quarter of down from eur mn year early,neutral,[],[],"['Scanfil', 'EUR 58.9', 'EUR']",['Scanfil'],[],"['EUR 62.4 mn', 'EUR 58.9 mn']"
4878,"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",beyond improved voice capability customer now have streamlined way to comply with recall other traceability requirement provide they with competitive advantage,positive,[],[],[],[],[],[]
4879,CORRECTED-Shire to buy Dyax for about $5.9 bln,correctedshire to buy dyax for about bln,positive,[],[],['Dyax'],['Dyax'],['about $5.9'],['about $5.9']
4880,"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 .",it also include installation of new equipment training startup service as well as service work of shoe press deliver by vaahto,neutral,[],[],[],[],[],[]
4881,Nokia is also negotiating the product portfolio of the new company .,nokia be also negotiate product portfolio of new company,neutral,[],[],['Nokia'],['Nokia'],[],[]
4882,Glencore slumps 30 percent as debt fears grow,glencore slump percent as debt fear grow,negative,[],[],[],[],[],[]
4883,The value of the order is EUR 4mn .,value of order be eur mn,neutral,[],[],['EUR 4mn'],[],[],['EUR 4mn']
4884,The company said that it has agreed to a EUR160m unsecured credit line from lenders .,company say that it have agree to eurm unsecured credit line from lender,neutral,[],[],['EUR160'],[],[],['EUR160m']
4885,"The agreement , which will cover monitoring , maintenance , server capacity service and backups , has a one-year extension option .",agreement which cover monitor maintenance server capacity service backup have oneyear extension option,neutral,[],[],[],[],[],[]
4886,$BBRY Sierra. Has a great cash balance and impressive growth rate.Would be a wonderful marriage!,bbry sierra have great cash balance impressive growth ratewould be wonderful marriage !,positive,[],[],['$BBRY Sierra'],['$BBRY Sierra'],[],[]
4887,"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",profit after taxis for period be up to eur m from eur m last year,positive,[],[],['EUR0 .9'],[],[],"['EUR0 .9 m', 'EUR0 .01 m']"
4888,"Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use .",oka specialise new construction renovation work of residential nonresidential building as well as premise for industrial logistical use,neutral,[],[],[],[],[],[]
4889,"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day .",neste oil s refinery have combine crude oil refining capacity of approximately barrel day,neutral,['Neste Oil'],['Neste Oil'],[],[],[],[]
4890,Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,pretax profit rise to eur mn from eur mn corresponding period,positive,[],[],"['EUR', 'EUR']",[],[],"['EUR 0.6 mn', 'EUR 0.4 mn']"
4891,"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",net sale of finnish sanoma learn literature of finnish medium group sanoma decrease by januaryjune total eur mn down from eur mn corresponding period,neutral,[],[],"['Finnish Sanoma Learning & Literature', 'EUR', 'EUR']",['Finnish Sanoma Learning & Literature'],[],"['EUR 168.8 mn', 'EUR 162.8 mn']"
4892,The size of a cider bottle will remain unchanged .,size of cider bottle remain unchanged,neutral,[],[],[],[],[],[]
4893,Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,finlan list food industry company hkscan group control company baltic improve revenue by eur mn to eur mn from eur mn year before,positive,['Finlan'],[],"['HKScan Group', 'EUR', 'EUR']",['HKScan Group'],[],"['EUR 156.9 mn', 'EUR 3.5 mn', 'EUR 160.4 mn']"
